,Date,CSCO,MNST,TCOM,GILD,SWKS,LRCX,CHTR,MXIM,TTWO,AMD,MELI,ADBE,ALGN,PEP,COST,MDLZ,SNPS,BIIB,SBUX,XEL,BIDU,AMZN,INTC,WDC,SIRI,ATVI,IDXX,BKNG,TXN,ADP,CTSH,ROST,CTXS,FAST,MSFT,ADSK,NTES,NTAP,ASML,KLAC,CTAS,NVDA,INCY,MAR,PCAR,CMCSA,VRSK,LBTYA,ISRG,VRTX,AMAT,EBAY,DLTR,ALXN,REGN,LBTYK,NFLX,UAL,TTWO,VRSN,WLTW,EXC,ADI,ORLY,GOOGL,ULTA,WBA,GOOG,AVGO,AMGN,CSX,CHKP,PAYX,QCOM,MU,SGEN,CDNS,BMRN,FISV,INTU,EA,ANSS,AAL,CSGP,ILMN,AAPL,TMUS,XLNX,CERN,LULU,CHP,CPRT,NDX100_1990_2020,SP500_1990_2020,DJI30_1990_2020
0,3/1/10,19.043219,6.975,19.535,20.80883,14.402017,32.065277,30.1,13.469389,9.44,8.21,41.414967,34.889999,18.780001,46.552479,47.900707,15.173616,22.08,56.779999,9.887807,14.459682,52.291,124.540001,15.366076,32.455143,0.850461,10.003056,27.110001,238.539993,19.074741,28.653837,24.363031,11.163546,34.134666,8.699923,22.885929,28.15,33.165138,27.228836,22.674978,18.320713,21.683441,15.508389,11.5,22.549137,25.484404,6.989579,28.202597,14.026571,119.543335,41.43,10.221678,9.855751,18.426666,25.535,25.370001,13.455,9.957143,18.030001,9.44,21.602404,63.272011,29.104494,22.840273,39.57,266.611603,18.908426,28.090818,265.350403,15.19528,46.286148,13.214058,32.91,21.292475,27.046665,9.77,10.77,5.76,20.67,12.2275,30.049101,16.870001,44.299999,7.249681,39.630001,37.990002,25.915976,9.822725,20.995541,21.064674,15.11,20.446507,9.0675,1846.400024,1115.709961,10403.79004
1,3/2/10,19.050959,6.965,18.965,20.821976,14.484736,32.37553,30.4,13.455107,9.28,8.38,41.133957,34.740002,18.959999,46.824005,47.690918,15.274003,22.209999,57.310001,9.904788,14.597253,51.888,125.529999,15.240916,31.757631,0.850461,9.88419,27.709999,241.339996,18.958574,28.571922,24.618822,11.15902,33.799164,8.680553,22.4443,28.49,32.70631,26.908596,23.667099,18.393648,21.484671,15.499187,11.44,22.259195,26.248299,6.977119,27.825239,14.144098,120.433334,41.84,10.15626,9.901152,18.68,25.885,25.209999,13.585,9.854285,17.870001,9.28,21.449556,63.586563,29.025932,22.687092,39.529999,270.800812,19.452339,27.948061,269.519775,15.544028,46.261765,13.255079,33.130001,21.081583,28.84927,9.57,10.84,5.95,21.219999,12.2625,30.259167,16.74,44.619999,7.240254,39.959999,38.02,25.898617,10.131718,20.979637,20.806637,15.52,20.29775,9.2525,1851.209961,1118.310059,10405.98047
2,3/3/10,19.229004,6.9,18.209999,20.835112,14.282538,32.120041,30.75,13.355122,9.03,8.35,41.725048,34.82,18.75,47.28968,47.14703,15.305697,22.190001,56.790001,9.790158,14.604141,51.702,125.889999,15.108387,30.979919,0.907796,10.030487,27.950001,235.820007,18.89662,28.612879,24.054148,11.197513,34.220486,8.719292,22.4443,28.610001,32.100319,27.038414,23.954668,18.375414,21.666155,15.305908,11.43,22.134933,27.054636,7.043568,27.437948,14.144098,120.933334,41.98,10.131729,9.703046,18.540001,25.965,24.98,13.595,9.65,18.25,9.03,21.52598,63.31395,29.111036,22.509727,39.259998,272.932922,19.74902,28.04323,271.641815,15.70179,46.286148,13.121079,33.200001,21.341679,29.427311,9.45,11.21,6.01,21.450001,12.3025,30.332233,16.809999,44.459999,7.04228,41.049999,38.880001,25.958138,10.294346,20.836487,20.580856,15.62,20.089487,8.7575,1851.569946,1118.790039,10396.75977
3,3/4/10,19.314154,6.96,18.84,20.611736,14.264154,31.499537,31.02,13.412257,10.02,8.5,42.044815,34.939999,18.83,47.385765,47.240265,15.363817,22.27,56.66,9.730721,14.487196,52.377998,128.529999,15.115746,31.613304,0.888685,10.085347,27.719999,233.119995,19.105721,28.476345,23.952799,11.562082,34.321915,8.732847,22.578362,28.469999,32.888103,27.142279,23.724611,18.253841,21.847645,15.333519,11.34,22.358603,27.189018,7.130784,27.050661,14.179867,118.16333,41.599998,10.025424,9.81448,18.726667,26.235001,24.809999,13.675,9.715714,18.059999,10.02,22.290215,63.88018,29.2747,22.417185,39.52,277.572571,20.975298,27.757719,276.259521,15.826337,46.180405,13.142961,33.560001,21.320591,29.853251,9.41,11.18,6.18,21.67,12.2875,30.533176,16.82,44.23,6.900869,41.110001,38.27,26.129267,10.359397,20.852386,20.565969,15.915,20.082054,8.66,1859.719971,1122.969971,10444.13965
4,3/5/10,19.51543,6.901667,19.315001,20.852631,14.493924,31.682035,31.75,13.583657,9.99,8.61,43.265743,35.16,19.17,47.577946,47.14703,15.50118,22.440001,57.209999,9.92177,14.576623,52.075001,128.910004,15.307178,31.468987,0.89824,10.085347,28.225,235.339996,19.338057,29.479939,24.454727,11.580199,34.805653,8.85099,22.546816,28.85,33.926952,27.739481,24.306944,18.411886,22.0637,15.802915,11.6,23.087599,27.733654,7.238762,27.189686,14.44558,119.466667,41.52,10.049953,10.165291,18.923334,26.865,25.51,13.845,9.664286,18.23,9.99,22.502504,64.257683,29.785292,22.748781,39.720001,282.38739,21.163197,27.749794,281.051544,16.075445,46.562725,13.391813,33.75,21.875925,29.480562,9.46,11.78,6.22,22.040001,12.4325,30.971575,17.120001,44.869999,7.00457,41.91,38.82,27.151081,10.37566,21.242085,20.995205,16.440001,20.275436,8.8475,1888.560059,1138.699951,10566.2002
5,3/8/10,20.227613,6.858333,19.700001,20.589838,14.631789,31.891895,31.75,13.505098,10.18,8.64,44.031254,35.060001,19.27,47.415321,47.139267,15.411365,22.459999,57.669998,9.900542,14.549107,53.432999,130.110001,15.292454,31.749603,0.860017,10.158496,28.285,240.179993,19.121208,29.459459,24.141024,11.727384,35.102131,8.802572,22.578362,28.91,34.411758,28.137611,24.702353,18.314632,22.478527,15.572819,11.99,23.112455,27.578043,7.292751,28.828217,14.4558,118.65667,41.400002,10.107196,10.251963,18.946667,26.84,25.469999,13.92,9.811429,17.52,10.18,22.54496,64.509354,29.674017,22.7642,39.77,281.521515,20.747843,27.551533,280.189789,16.033918,46.86372,13.408223,33.759998,21.967304,29.50338,9.59,11.81,6.25,22.360001,12.4775,31.035521,17.280001,44.93,6.900869,41.310001,38.669998,27.167196,10.652128,21.178459,20.771902,16.530001,20.148993,8.8775,1890.890015,1138.5,10552.51953
6,3/9/10,20.227613,6.818333,19.370001,20.77817,14.521499,31.7094,32.75,13.512245,10.39,8.63,45.000252,35.119999,19.440001,47.570534,46.719696,15.443063,22.540001,57.84,10.027909,14.53535,53.91,128.820007,15.417619,31.100176,0.869573,10.158496,28.075001,238.330002,18.733982,29.814468,24.271332,11.657189,35.874554,8.771585,22.712425,29.059999,34.506973,28.17223,24.479486,18.083647,22.59952,16.15266,12.59,23.278137,28.016575,7.271987,28.252251,14.4558,118.553337,42.080002,10.049953,10.528484,18.676666,26.74,25.65,13.93,9.991428,18.16,10.39,22.510996,65.557953,29.438345,22.555994,39.740002,280.375366,20.935741,27.273947,279.049042,16.067142,46.985725,13.542223,34.040001,22.143045,29.41971,9.41,11.76,6.3,22.120001,12.515,31.008118,17.58,44.66,7.268538,41.369999,39,27.655781,10.733441,21.170506,20.821526,16.85,20.022554,8.7375,1901.380005,1140.449951,10564.37988
7,3/10/10,20.026348,6.813334,19.434999,20.708092,14.475545,32.448547,33,13.776492,10.5,8.92,45.271576,35.150002,19.469999,47.62228,46.494366,15.522312,22.75,58.709999,10.286884,14.521594,54.917,130.509995,15.601688,30.522917,0.888685,10.222501,27.975,240.990005,19.043764,30.192915,24.522301,11.790789,36.373894,8.767711,22.846493,29.18,34.481003,28.717503,24.795822,18.314632,22.832861,16.18947,12.42,23.278137,28.122677,7.280295,28.331694,14.532448,119.146667,43.02,10.246212,10.549121,18.716667,26.879999,25.780001,13.99,10.182858,18.98,10.5,22.842165,65.453079,29.530001,23.196043,40.259998,288.513519,21.23242,27.17878,287.148682,16.390974,47.002003,13.643407,34.5,22.346901,29.571836,9.87,11.73,6.4,23,12.625,31.483063,17.889999,45.130001,7.485367,41.799999,39.439999,27.881474,10.749704,21.393187,21.000164,16.855,20.290316,8.785,1917.349976,1145.609985,10567.33008
8,3/11/10,20.10375,6.898334,19.4,20.629257,14.365254,31.700293,32.5,13.669363,10.22,8.95,45.765766,35.220001,19.43,48.021408,46.540997,15.543447,22.65,58.779999,10.303865,14.507832,55.41,133.580002,15.645864,31.156305,0.869573,10.52424,27.934999,242.210007,18.641047,30.227331,24.618822,11.913066,36.873238,8.758029,23.01211,29.030001,34.654148,28.838671,24.788624,18.229523,23.040276,15.82132,13.07,23.46867,28.158043,7.296906,27.994057,14.563107,119.26667,43,10.148084,10.499594,18.683332,26.775,25.5,14.045,10.17,19.17,10.22,22.697807,65.64183,29.412163,22.494303,40.330002,290.86087,21.301647,26.917065,289.484924,16.490612,46.766094,13.859448,34.700001,22.410166,29.739159,9.8,11.86,6.36,23.809999,12.5625,31.546989,17.9,45.139999,7.391092,41.990002,40.299999,27.96332,10.944858,21.075071,21.126701,17.084999,20.46138,8.81,1923.810059,1150.23999,10611.83984
9,3/12/10,20.034082,7.005,19.325001,20.769415,14.117102,31.262283,32.5,13.647936,10.13,8.93,47.141739,35.16,19.18,48.117481,46.750771,15.559299,22.75,58.759998,10.308111,14.466561,55.023998,131.820007,15.660592,30.771469,0.869573,10.487663,28.129999,238.910004,18.586832,30.144754,24.517467,11.983265,37.513016,8.767711,23.083084,29.16,34.801327,28.48382,24.759867,17.901287,23.048916,15.876545,13,23.775179,29.247297,7.23461,28.003986,14.476239,119.633331,43.459999,10.107196,10.718336,18.77,26.42,24.690001,13.97,9.997143,19.68,10.13,22.621384,65.914467,28.908104,22.347786,40.43,290.060059,23.07184,26.909136,288.687927,16.316242,46.717281,13.941496,34.759998,22.585903,29.625069,9.97,11.79,6.36,23.02,12.605,31.610916,17.77,45.169998,7.494795,42.290001,40.509998,28.099728,10.879807,21.16256,21.139107,17.58,20.996901,8.845,1924.430054,1149.98999,10624.69043
10,3/15/10,20.188908,6.995,18.985001,20.813211,14.117102,29.82053,33,13.597944,10.12,8.92,45.029327,35.490002,18.540001,48.8936,47.046032,15.617412,22.65,58.900002,10.367547,14.549107,57.683998,131.130005,15.586965,30.667233,0.879129,10.551669,28.309999,238.860001,18.540369,30.440632,24.541603,12.125924,38.23082,8.88585,23.09885,29.26,34.654148,28.405918,24.076889,17.074608,23.143982,15.793709,12.98,23.7089,29.28266,7.280295,27.904684,14.353602,118.666664,43.240002,10.000891,10.84628,18.986666,26.424999,24.780001,13.86,9.942857,19.879999,10.12,22.808199,65.977379,29.06522,22.301516,40.459999,281.871857,21.865339,27.09947,280.538483,16.125263,46.278019,13.979776,34.599998,22.803822,29.564213,9.73,12.25,6.32,22.629999,12.6725,31.638327,17.870001,45.209999,7.447657,42.869999,39.98,27.757462,10.78223,20.955778,20.980314,17.834999,20.706825,8.88,1920.089966,1150.51001,10642.15039
11,3/16/10,20.243095,7.033333,18.605,20.791311,14.402017,30.787783,32.75,13.897892,9.96,9.4,44.893665,35.02,18.9,48.834454,47.325733,15.686101,22.620001,59.73,10.73691,14.659175,57.316002,131.789993,16.205435,30.931812,0.869573,10.643106,28.254999,241.809998,19.113464,30.447512,24.739479,12.275373,38.191807,8.976877,23.161953,29.309999,34.541615,28.726154,24.580137,17.633829,23.429176,16.345938,12.99,23.858011,29.530224,7.26368,27.855028,14.414921,118.503334,43.709999,10.180792,11.056766,18.906666,26.915001,24.76,13.955,10.09,20.18,9.96,22.71479,66.564575,29.680548,23.142063,41.110001,282.882874,22.60704,27.369116,281.544708,16.191689,46.709156,14.094635,34.509998,22.698381,29.670713,10.21,12.11,6.32,22.92,12.665,31.638327,17.92,45.029999,7.325101,42.73,40.150002,27.833111,11.140011,21.417046,21.240833,17.764999,21.086155,8.8725,1932.23999,1159.459961,10685.98047
12,3/17/10,20.328251,7.096667,18.309999,20.664295,14.788033,30.924656,34,13.983597,9.83,9.67,45.862675,35.490002,19.32,49.204021,47.652073,15.691379,22.66,59.360001,10.851535,14.748596,56.695,131.339996,16.374779,31.396839,0.850461,10.780257,28.375,242.919998,19.291586,30.750265,24.913225,12.218762,37.005875,9.187985,23.366978,29.52,35.242832,28.596333,24.810192,17.883055,23.774866,16.658867,13.38,23.79174,30.004124,7.301057,27.81531,14.782831,118.726669,42.400002,10.352516,11.135183,18.83,26.73,24.58,14.225,10.131429,19.49,9.83,22.689316,66.7743,29.687105,23.465942,41.889999,283.063049,22.241135,27.34532,281.72403,16.515524,46.717281,14.009858,34.360001,22.796791,29.58704,10.4,12.08,6.5,22.68,12.815,31.537861,18.139999,45.799999,7.155407,42.5,39.849998,27.792187,11.237588,21.719254,21.684952,17.625,21.279537,8.865,1936.219971,1166.209961,10733.66992
13,3/18/10,20.390179,7.033333,18.459999,20.769415,14.53988,30.933779,34.75,13.790771,10,9.39,45.785149,35.75,19.200001,49.167053,47.605453,15.760062,22.77,59.200001,10.622281,14.748596,56.466,132.759995,16.345329,31.276571,0.821794,10.935699,28.785,242.809998,19.14444,30.770897,25.014578,11.808905,37.497414,9.168618,23.351217,29.42,35.727627,28.82136,24.472298,17.682465,24.016851,16.06982,13.11,23.808317,29.735342,7.338434,28.172806,14.532448,117.863335,41.700001,10.327981,11.33329,18.916666,26.625,24.690001,14.07,10.077143,19.530001,10,22.901606,66.753334,29.241945,23.25773,41.91,283.48349,22.389475,27.614973,282.142456,16.590258,47.433125,14.179413,34.439999,22.824909,30.750748,10.16,12.02,6.68,22.67,12.77,31.647453,18.530001,46.290001,7.070561,42.580002,39.650002,27.857908,11.286376,21.520432,21.69488,17.415001,21.175411,8.86,1943.939941,1165.829956,10779.16992
14,3/19/10,20.243095,7.155,18,20.966505,14.08034,30.915535,34.75,13.669363,10.02,9.11,44.825829,34.669998,19.16,49.196629,47.178112,15.654394,22.540001,59.630001,10.601051,14.844908,56.965,130.350006,16.190708,30.579046,0.793127,10.807689,28.924999,239.009995,18.865639,30.68833,24.734657,12.243668,37.715878,9.098893,23.33544,29.110001,35.156261,28.094339,24.170349,17.500105,24.310688,15.876545,12.66,24.073397,29.883871,7.280295,28.093363,14.200307,116.393333,42.720001,10.213502,11.221853,18.806667,27.129999,23.77,13.7,10.064285,18.530001,10.02,22.757248,65.767654,29.209242,22.941566,42,280.280273,21.459877,27.384983,278.954407,16.6982,48.807888,14.08643,34.310001,22.614025,30.46172,9.95,11.73,6.87,22.6,12.67,31.610916,18.42,44.889999,6.693464,42,39.849998,27.560299,11.465267,21.1546,21.632853,16.75,21.011776,8.8175,1932.430054,1159.900024,10741.98047
15,3/22/10,20.343733,7.146667,18.385,21.089148,14.420399,32.758785,34.43,13.905045,10.27,9.31,45.416924,34.950001,19.610001,49.011852,47.302437,15.707228,22.799999,59.82,10.715681,14.789874,57.972,130.470001,16.374779,32.583439,0.821794,10.935699,29.379999,243.020004,19.152185,30.846598,25.033886,12.384064,37.598843,9.370041,23.34333,29.5,34.809975,28.509779,24.803007,18.095802,24.587242,16.134253,13.19,24.479321,30.577053,7.38412,28.003986,14.557997,115.933334,42.48,10.450642,11.17233,19.826666,27.004999,24.360001,14.095,10.412857,19.43,10.27,22.527979,66.291924,29.01284,23.188334,42.759998,279.029022,21.825783,28.01944,277.709076,16.557045,48.881111,14.16573,34.810001,22.838972,30.63666,10.33,12,6.72,22.780001,12.8175,31.875807,18.559999,44.849998,6.853731,42.619999,40.189999,27.870312,11.481529,21.528381,21.965321,17.52,21.413418,9.0075,1949.589966,1165.810059,10785.88965
16,3/23/10,20.622414,7.228333,18.82,20.918327,15.082138,33.954151,35,14.09787,10.5,9.45,45.639797,35.220001,19.889999,49.418365,47.209194,16.261972,22.780001,59.84,10.787855,14.821184,59.487999,129.259995,16.691378,33.689869,0.83135,10.944842,29.58,244.410004,19.709787,30.90164,25.347595,12.286695,37.450603,9.490122,23.56415,29.709999,33.667252,28.336681,25.450035,18.898167,24.699589,16.465586,14.15,24.645002,30.584126,7.512862,27.805378,14.793051,116.323334,42.18,10.826804,11.164073,19.933332,27.299999,25.719999,14.305,10.422857,19.530001,10.5,22.434572,66.94207,29.00631,23.465942,43,274.77478,21.964231,28.479427,273.474945,16.789534,48.856716,14.152064,34.849998,23.028763,30.819202,10.54,12.59,6.72,22.950001,12.75,31.601789,18.52,44.759998,6.966859,42.970001,40.02,28.317976,11.709208,21.727209,22.086893,18.115,21.621674,9.075,1963.199951,1174.170044,10888.83008
17,3/24/10,20.47533,7.19,19.629999,20.712473,14.751266,33.160278,35,13.926467,10.38,9.23,45.271576,36.509998,19.66,48.974903,46.673073,16.230272,22.809999,58.849998,10.73691,14.668106,60.849998,128.039993,16.514673,33.425278,0.840906,10.90827,28.655001,243.800003,19.19865,30.50943,25.058012,12.132714,37.86412,9.362292,23.382759,29.43,32.34272,28.708841,25.040247,18.636789,24.474892,15.913357,14.11,24.578726,30.456806,7.550241,27.825239,14.721513,115.373337,41.709999,10.630545,11.118675,19.803333,26.875,25.4,14.24,10.338572,19.6,10.38,22.392117,66.124184,28.515324,22.409473,42.040001,278.943939,21.726889,28.074955,277.62439,16.291334,48.051369,13.974308,34.93,22.733522,30.568203,10.43,12.17,6.73,23,12.6775,31.729652,18.530001,44.41,6.985714,42.049999,39.299999,28.443213,11.497792,20.526321,22.079449,18.025,21.24235,8.9175,1951.839966,1167.719971,10836.15039
18,3/25/10,20.459843,7.225,20.245001,20.125572,14.999421,33.799034,34.5,13.83362,10.18,9.03,45.068077,35.869999,19.35,49.18924,46.657543,16.272545,22.549999,58.27,10.278395,14.654184,59.198002,134.729996,16.455772,32.615505,0.83135,10.798546,28.615,255.029999,19.19865,30.261723,24.836006,12.168946,37.481812,9.302254,23.66667,29.49,31.52895,28.232824,25.255924,18.770515,24.38847,15.959378,13.92,24.97636,30.72559,7.658223,27.805378,14.512008,114.019997,41.549999,10.761384,11.374561,19.713333,27.695,26.559999,14.04,10.505714,19.66,10.18,22.145861,66.858192,28.338577,22.316942,41.959999,281.72171,22.46859,28.812513,280.389038,16.316242,48.205925,13.996185,34.84,21.84078,32.08939,10.38,12,6.64,23.66,12.5725,31.419123,18.559999,43.66,6.948004,41.560001,39.02,28.105921,11.286376,20.240025,21.593153,19.700001,21.197718,8.84,1949.150024,1165.72998,10841.20996
19,3/26/10,20.490807,7.198333,19.76,19.858398,14.668553,33.306274,34.75,13.726496,10.21,9.02,45.300644,35.509998,19.459999,49.218803,46.719696,16.182722,22.5,58.150002,10.439725,14.640269,59.637001,135.059998,16.374779,31.709518,0.821794,10.944842,27.940001,252.110001,19.167677,30.440632,24.657434,12.139506,37.520821,9.350674,23.390646,29.5,31.399105,28.32802,25.591496,18.484833,24.1292,15.959378,14.07,25.755062,30.888256,7.616689,27.874889,14.629535,114,41.610001,10.80227,11.329162,19.903334,27.465,26.23,14.125,10.614285,19.91,10.21,22.026979,66.7743,28.273123,21.969923,42.029999,281.626617,22.251024,29.17734,280.294403,16.532139,48.327946,13.944226,34.700001,21.939194,31.815586,10.49,11.66,6.62,23.09,12.6025,31.272972,18.85,43.400002,6.882013,41.09,39.169998,28.632942,11.270113,20.200253,21.412033,20.285,21.145657,8.8125,1952.630005,1166.589966,10850.36035
20,3/29/10,20.521774,7.175,20.195,20.094912,14.503116,33.935905,34.5,13.762204,10.11,9.11,46.405289,35.740002,19.52,49.18924,46.727451,16.289404,22.440001,58.419998,10.448214,14.779437,60.349998,135.119995,16.44104,32.046257,0.802683,10.880837,28.775,255.669998,19.152185,30.647057,24.681568,12.11007,37.434994,9.379726,23.33544,29.559999,31.805977,28.163576,25.77269,18.606398,24.500816,16.161858,14.06,25.912455,31.029722,7.683139,27.805378,14.706182,115.93,41.16,10.884042,11.259,19.883333,27.6,26.799999,14.175,10.557143,19.99,10.11,21.899609,67.598938,28.750994,22.224398,41.759998,281.5065,22.557592,29.732489,280.174835,16.789534,48.734688,14.08643,34.650002,21.925127,31.762321,10.63,11.74,6.68,23.280001,12.6325,31.346043,18.68,43.799999,6.900869,41.310001,39.200001,28.817705,11.351427,20.446791,20.935656,20.610001,21.24235,8.9725,1961.219971,1173.219971,10895.86035
21,3/30/10,20.630152,7.22,20.34,19.976656,14.732889,34.154907,34.450001,13.883614,10.09,9.27,46.444061,35.68,19.51,49.351841,46.750771,16.268064,22.469999,57.709999,10.426985,14.765512,59.82,136.580002,16.448406,31.549152,0.802683,10.999703,28.825001,255.990005,19.05925,30.681448,24.836006,12.064781,37.442802,9.393281,23.477396,29.4,31.797333,28.189541,25.48278,18.770515,24.526745,16.226286,14.01,26.326654,31.001427,7.782812,27.716003,14.905468,116.303337,40.860001,10.998528,11.20122,19.856667,27.450001,26.940001,14.4,10.722857,19.709999,10.09,22.035471,67.324043,28.777185,22.370922,41.830002,283.638641,22.953167,29.67697,282.296875,16.922392,48.881111,14.037205,34.799999,21.833744,32.043755,10.79,11.99,6.65,23.07,12.6875,31.382589,18.790001,43.540001,6.806594,42.029999,39.169998,29.246777,11.530318,20.454754,21.0746,20.950001,21.145657,8.905,1967.959961,1173.27002,10907.41992
22,3/31/10,20.150202,7.23,19.6,19.915337,14.337682,34.054535,34.5,13.847902,9.87,9.27,46.715374,35.369999,19.34,48.900978,46.393356,16.129389,22.370001,57.389999,10.303865,14.751598,59.700001,135.770004,16.411594,31.260544,0.83135,11.01799,28.775,255,18.950825,30.598888,24.604347,12.107805,37.037083,9.294505,23.09885,29.379999,30.749828,28.163576,25.656725,18.800907,24.284763,16.014599,13.93,26.111271,30.654846,7.820189,28.003986,14.900357,116.043335,40.869999,11.014881,11.131056,19.74,27.184999,26.49,14.445,10.534286,19.549999,9.87,22.094912,66.161118,28.678988,22.224398,41.709999,283.843842,22.369698,29.415262,282.501129,17.071859,48.677738,13.919611,35.07,21.594744,31.914448,10.37,11.94,6.67,23.370001,12.69,31.346043,18.66,43.189999,6.92915,41.52,38.900002,29.141371,11.514055,20.279783,21.072119,20.74,20.944839,8.9,1958.339966,1169.430054,10856.62988
23,4/1/10,19.995384,7.25,20.145,19.989796,14.236581,34.227905,35,13.883614,10.04,9.37,47.77158,35.740002,19.58,49.285332,46.727451,16.182724,22.549999,57.52,10.291128,14.89077,60,131.809998,16.48522,31.276571,0.802683,10.899123,29.035,257,19.074741,30.399343,24.522301,12.096485,36.592358,9.408777,22.996336,29.16,31.199995,29.652241,25.837919,18.910324,24.215624,15.848934,14.3,26.45092,31.001427,7.832648,27.795446,14.971896,116.533333,40.849998,10.916753,10.965967,19.926666,27.280001,26.58,14.525,10.714286,19.51,10.04,22.383623,66.245697,28.986664,22.224398,41.93,284.684692,21.904896,29.938694,283.337982,17.022036,49.458664,14.275123,35.099998,21.594744,32.150242,10.17,11.98,6.77,24.49,12.7825,31.519588,18.84,43.02,6.976287,41.779999,39.299999,29.261658,11.725471,20.422939,21.270607,20.844999,21.115906,8.9,1959.560059,1178.099976,10927.07031
24,4/5/10,20.258577,7.263333,20.155001,20.077391,14.686933,35.030907,35,14.162144,10.36,9.53,47.84911,35.990002,20.440001,48.767944,47.255814,16.113382,23.01,57.529999,10.491496,15.050809,60.130001,131.490005,16.632471,32.57542,0.821794,10.999703,28.975,257.649994,19.663321,30.543842,25.086977,12.447469,36.920052,9.625691,23.083084,30.18,31.104757,30.093655,26.077087,19.518179,24.319328,16.088226,14.6,26.873413,31.659227,7.855604,27.69614,15.089422,115.26667,40.650002,11.055766,11.296144,19.83,27.25,26.9,14.64,11.427143,19.35,10.36,22.765739,66.732018,29.06522,22.71022,42.07,285.790802,22.379585,30.002132,284.438843,16.82275,49.149548,14.387249,35.799999,21.847811,32.347992,10.6,12.23,7.03,24.709999,12.85,31.857517,19.1,44.209999,6.721746,42.790001,39.259998,29.574146,11.839311,20.947828,21.419474,21.285,21.324163,8.98,1977.829956,1187.439941,10973.54981
25,4/6/10,20.297285,7.27,19.855,19.932858,14.613406,34.939659,34.549999,14.09787,10.42,9.35,48.420815,35.700001,18.440001,49.070984,47.970631,16.044044,22.91,57.5,10.487232,15.19693,61.941002,135.559998,16.492582,32.912151,0.83135,11.036279,28.834999,261.600006,19.400011,30.475031,25.217279,12.381803,36.865437,9.69929,23.12252,30.91,31.598213,30.145588,25.982864,19.414843,24.319328,15.692469,14.54,27.088787,31.609716,7.830563,27.964266,15.002555,114.433334,40.470001,11.023056,11.254871,19.83,27.26,26.639999,14.575,11.91,19.469999,10.42,22.859148,66.858887,29.510359,22.58684,41.91,284.394409,22.93339,29.661112,283.049072,17.171494,49.0438,14.346224,36.23,21.777508,32.271938,10.23,11.86,6.76,24.690001,12.8675,31.939741,19.110001,44.279999,6.674611,43.220001,39.200001,29.704361,11.904362,21.098928,21.350004,21.540001,21.339043,9.0025,1981.949951,1189.439941,10969.99023
26,4/7/10,20.390179,7.091667,19.66,19.90658,14.466352,35.204281,34.549999,14.212133,10.32,9.66,46.589401,35.060001,18.17,48.775326,47.955093,16.038713,22.73,57.27,10.619391,15.050809,61.773998,134.869995,16.529398,32.294804,0.907796,11.072852,29.084999,259.809998,19.609108,30.227331,24.667088,12.259522,36.834225,10.016919,23.14617,30.65,31.182673,30.396585,26.011858,19.262886,24.04278,15.793709,14.23,26.798849,31.425816,7.63438,27.616695,14.854369,111.123337,40.490002,11.104832,11.08153,19.856667,27.290001,26.309999,14.44,11.39,18.950001,10.32,22.53647,67.324043,29.281242,22.717937,41.73,282.052063,21.954344,29.17734,280.717804,17.005428,49.092606,14.198548,35.93,21.54553,32.530537,10.56,11.54,6.82,24.559999,12.7925,31.583527,19.18,43.73,6.429497,43.009998,38.939999,29.8358,11.644157,21.138691,21.062193,21.290001,21.35392,8.985,1977.300049,1182.449951,10897.51953
27,4/8/10,20.343733,6.996666,19.525,20.068628,14.328491,34.748043,34.549999,13.897892,10.38,9.42,46.453751,34.939999,17.49,48.76054,47.380127,16.070715,22.700001,56.43,10.585284,14.95339,61.985001,140.960007,16.426317,32.342911,0.936463,11.081995,29.17,259.309998,19.14444,30.192915,24.560909,12.705609,36.685986,9.840673,23.595692,31.09,31.676123,30.154243,25.70746,18.898167,23.97364,15.536006,14.59,27.221325,31.510708,7.692817,27.457809,14.711293,113.366669,39.810001,10.908575,10.920568,19.809999,27,26.030001,14.3,11.69,20.23,10.38,22.58742,67.493217,29.084846,22.355497,41.610001,284.029022,21.904896,29.224918,282.685425,16.689896,49.230892,14.48843,35.919998,21.72127,32.249119,10.58,11.7,6.8,24.190001,12.815,31.519588,19.190001,43.880001,7.117699,42.799999,38.25,29.755198,12.034464,20.852386,21.367371,21.43,21.167971,8.8975,1980.72998,1186.439941,10927.07031
28,4/9/10,20.591448,7.076667,18.98,20.059874,14.475545,35.113041,34.700001,14.16928,10.51,9.3,47.393688,35.470001,17.57,49.048801,47.558838,16.129389,23.040001,56.52,10.538388,15.050809,62.547001,140.059998,16.603024,33.184753,0.946019,11.411164,29.5,259.48999,19.314821,30.454384,24.961493,12.653531,37.645653,9.906524,23.926912,31.129999,32.126293,30.75144,26.062593,19.159542,23.97364,15.637243,14.65,27.420151,32.140198,7.722038,27.785515,14.951456,116.873337,39.68,11.014881,10.957713,19.799999,27.48,25.780001,14.525,11.774285,20.5,10.51,22.791214,67.662376,28.973557,22.44803,41.830002,283.393402,22.943279,29.399397,282.052795,16.615168,49.540016,14.482961,36.139999,21.946218,32.074173,10.73,11.54,6.84,24,12.94,31.537861,19.360001,44.029999,6.900869,42.740002,38.509998,29.983374,11.95315,20.979637,21.880962,21.83,21.301851,8.79,1994.430054,1194.369995,10997.34961
